Date,Number,Location,Location Coordinates,TweetID,Text,Airline,polarity,subjectivity
2020-08-13 19:39:40,15,,,1.2939956550950953e+18,"Mr Wonderful $GLD, CNBC

$gdx $gold $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug… https://t.co/nFKRlUAFpQ",JetBlue,1.0,1.0
2020-08-13 19:39:40,38,,,1.2939956550950953e+18,"Mr Wonderful $GLD, CNBC

$gdx $gold $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug… https://t.co/nFKRlUAFpQ",JetBlue,1.0,1.0
2020-08-13 19:47:43,13,,,1.2939976843664876e+18,"Mr Wonderful $GLD, CNBC

$gdx $gold $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug… https://t.co/liRO6BJprz",JetBlue,1.0,1.0
2020-08-13 19:47:43,36,,,1.2939976843664876e+18,"Mr Wonderful $GLD, CNBC

$gdx $gold $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug… https://t.co/liRO6BJprz",JetBlue,1.0,1.0
2020-08-13 20:59:22,27,,,1.2940157151257313e+18,"Mr Wonderful $GLD, CNBC

$gdx $gold $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug… https://t.co/GDvjDvCd9R",JetBlue,1.0,1.0
2020-08-13 20:59:22,4,,,1.2940157151257313e+18,"Mr Wonderful $GLD, CNBC

$gdx $gold $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug… https://t.co/GDvjDvCd9R",JetBlue,1.0,1.0
2020-08-13 22:49:06,7,On A Turtle Floating In Space,,1.2940433285022597e+18,"The best virtual stock trading app
$SNE
$MSFT
$SNAP
$VTI
$JBLU
$AMAT
https://t.co/og6GIiw0Jb https://t.co/1H96CqgfBm",JetBlue,1.0,0.3
2020-08-13 22:49:18,6,On A Turtle Floating In Space,,1.294043379383378e+18,"The best app to learn trading
$SNE
$MSFT
$SNAP
$VTI
$JBLU
$AMAT
https://t.co/og6GIiw0Jb https://t.co/0cyfbJp9s5",JetBlue,1.0,0.3
2020-08-13 23:04:28,3,,,1.2940471983558287e+18,"Mr Wonderful $GLD, CNBC

$gdx $gold $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug… https://t.co/RMoafws0yC",JetBlue,1.0,1.0
2020-08-13 23:04:53,1,,,1.294047299983876e+18,"RT @JEpsilson: Mr Wonderful $GLD, CNBC

$gdx $gold $slv $nem $f $ge $aapl $msft $aal $dis $dal $tsla $ccl $gpro $acb $amzn $plug $bac $nclh…",JetBlue,1.0,1.0
