Period,Alaska Air Group Inc Price,American Airlines Group Inc Price,Delta Air Lines Inc Price,JetBlue Airways Corp Price,Southwest Airlines Co Price,United Airlines Holdings Inc Price
8/14/2020 10:12:17,37.34,13.29,28.73,11.36,34.61,35.9
8/14/2020 10:13:06,37.34,13.28,28.71,11.35,34.58,35.91
8/14/2020 10:13:54,37.36,13.29,28.72,11.36,34.6,35.92
8/14/2020 10:14:42,37.36,13.23,28.69,11.34,34.62,35.79
8/14/2020 10:15:27,37.36,13.23,28.69,11.34,34.62,35.79
8/14/2020 10:16:16,37.33,13.24,28.7,11.34,34.63,35.85
8/14/2020 10:17:02,37.33,13.28,28.78,11.36,34.64,36
8/14/2020 10:17:50,37.49,13.35,28.87,11.39,34.74,36.08
8/14/2020 10:18:39,37.49,13.35,28.87,11.39,34.74,36.08
8/14/2020 10:19:28,37.55,13.39,28.92,11.42,34.75,36.13
8/14/2020 10:20:14,37.54,13.35,28.91,11.41,34.78,36.07
8/14/2020 10:21:02,37.5,13.38,28.91,11.4,34.81,36.11
8/14/2020 10:21:51,37.53,13.37,28.89,11.39,34.78,36.08
8/14/2020 10:22:37,37.53,13.37,28.89,11.39,34.77,36.05
8/14/2020 10:23:26,37.67,13.42,28.98,11.42,34.89,36.21
8/14/2020 10:24:13,37.67,13.42,28.98,11.42,34.89,36.21
8/14/2020 10:25:00,37.79,13.49,29.04,11.47,34.94,36.34
8/14/2020 10:25:46,37.79,13.49,29.04,11.47,34.94,36.34
8/14/2020 10:26:34,37.81,13.48,29.04,11.47,34.9,36.29
8/14/2020 10:27:23,37.76,13.44,28.98,11.44,34.83,36.21
8/14/2020 10:28:08,37.81,13.5,29.03,11.45,34.86,36.31
8/14/2020 10:28:56,37.85,13.48,29.02,11.45,34.85,36.39
8/14/2020 10:29:44,37.85,13.48,29.02,11.45,34.85,36.39
8/14/2020 10:30:31,37.89,13.54,29.07,11.48,34.96,36.48
8/14/2020 10:31:17,37.94,13.54,29.09,11.5,35.07,36.52
8/14/2020 10:32:08,37.88,13.47,29,11.48,35.05,36.33
8/14/2020 10:32:58,37.85,13.46,29.01,11.47,35.02,36.38
8/14/2020 10:33:43,37.85,13.46,29.01,11.47,35.02,36.38
8/14/2020 10:34:33,37.9,13.49,29.04,11.49,35.07,36.44
8/14/2020 10:35:21,37.84,13.42,28.94,11.46,34.95,36.23
8/14/2020 10:36:08,37.74,13.41,28.95,11.46,34.94,36.2
8/14/2020 10:36:54,37.74,13.41,28.95,11.46,34.94,36.2
8/14/2020 10:37:44,37.8,13.45,28.99,11.48,34.94,36.28
8/14/2020 10:38:33,37.8,13.42,28.95,11.47,34.85,36.2
8/14/2020 10:39:18,37.8,13.42,28.95,11.47,34.85,36.2
8/14/2020 10:40:08,37.67,13.41,28.93,11.45,34.83,36.2
8/14/2020 10:40:57,37.67,13.38,28.88,11.43,34.78,36.12
8/14/2020 10:41:43,37.67,13.36,28.87,11.41,34.8,36.08
8/14/2020 10:42:30,37.63,13.36,28.89,11.41,34.85,36.13
8/14/2020 10:43:18,37.61,13.34,28.84,11.41,34.8,36.07
8/14/2020 10:44:06,37.63,13.34,28.86,11.4,34.78,36.06
8/14/2020 10:44:52,37.59,13.34,28.84,11.4,34.75,36.01
8/14/2020 10:45:41,37.66,13.36,28.87,11.41,34.79,36.1
8/14/2020 10:46:32,37.66,13.36,28.87,11.41,34.78,36.12
8/14/2020 10:47:17,37.66,13.42,28.93,11.43,34.8,36.2
8/14/2020 10:48:04,37.75,13.43,28.95,11.45,34.84,36.25
8/14/2020 10:48:53,37.68,13.41,28.93,11.45,34.84,36.24
8/14/2020 10:49:41,37.77,13.41,28.91,11.45,34.85,36.21
8/14/2020 10:50:27,37.79,13.42,28.93,11.47,34.83,36.28
8/14/2020 10:51:16,37.69,13.4,28.88,11.46,34.78,36.23
8/14/2020 10:52:05,37.66,13.4,28.88,11.43,34.79,36.27
8/14/2020 10:52:51,37.64,13.38,28.84,11.44,34.76,36.18
8/14/2020 10:53:41,37.61,13.34,28.81,11.42,34.72,36.1
8/14/2020 10:54:29,37.6,13.32,28.78,11.42,34.68,36.07
8/14/2020 10:55:16,37.68,13.34,28.81,11.42,34.71,36.1
8/14/2020 10:56:03,37.72,13.37,28.86,11.41,34.76,36.18
8/14/2020 10:56:51,37.72,13.36,28.83,11.41,34.74,36.17
8/14/2020 10:57:38,37.72,13.36,28.83,11.41,34.74,36.17
8/14/2020 10:58:26,37.72,13.41,28.92,11.43,34.83,36.26
8/14/2020 10:59:14,37.68,13.42,28.9,11.43,34.8,36.29
8/14/2020 11:00:03,37.72,13.4,28.89,11.42,34.78,36.17
8/14/2020 11:00:49,37.72,13.4,28.89,11.42,34.78,36.17
8/14/2020 11:01:37,37.68,13.39,28.92,11.42,34.78,36.23
8/14/2020 11:02:26,37.68,13.4,28.91,11.42,34.81,36.23
8/14/2020 11:03:13,37.68,13.39,28.89,11.41,34.8,36.18
8/14/2020 11:04:01,37.7,13.39,28.89,11.41,34.82,36.19
8/14/2020 11:04:49,37.7,13.39,28.89,11.41,34.82,36.19
8/14/2020 11:05:38,37.65,13.37,28.85,11.41,34.8,36.1
8/14/2020 11:06:25,37.65,13.38,28.84,11.41,34.81,36.15
8/14/2020 11:07:14,37.65,13.38,28.84,11.41,34.81,36.15
8/14/2020 11:08:04,37.68,13.39,28.91,11.42,34.83,36.25
8/14/2020 11:08:51,37.68,13.39,28.91,11.42,34.83,36.25
8/14/2020 11:09:38,37.68,13.37,28.9,11.42,34.8,36.23
8/14/2020 11:10:27,37.68,13.37,28.88,11.42,34.78,36.21
8/14/2020 11:11:17,37.61,13.36,28.88,11.41,34.76,36.26
8/14/2020 11:12:05,37.65,13.34,28.84,11.41,34.73,36.19
8/14/2020 11:12:56,37.65,13.36,28.87,11.41,34.74,36.23
8/14/2020 11:13:47,37.68,13.35,28.86,11.41,34.72,36.22
8/14/2020 11:14:34,37.68,13.36,28.88,11.42,34.76,36.27
8/14/2020 11:16:05,37.68,13.34,28.86,11.41,34.74,36.24
8/14/2020 11:17:06,37.72,13.37,28.92,11.43,34.79,36.27
8/14/2020 11:17:56,37.76,13.38,28.94,11.44,34.79,36.34
8/14/2020 11:18:43,37.76,13.39,28.96,11.45,34.83,36.37
8/14/2020 11:19:37,37.9,13.45,29.03,11.48,34.91,36.47
8/14/2020 11:20:29,37.87,13.45,29.02,11.47,34.9,36.46
8/14/2020 11:21:20,37.87,13.44,29.01,11.47,34.9,36.45
8/14/2020 11:22:09,37.87,13.46,29.03,11.47,34.88,36.5
8/14/2020 11:23:02,37.83,13.42,28.99,11.46,34.86,36.45
8/14/2020 11:23:57,37.83,13.42,28.99,11.46,34.86,36.41
8/14/2020 11:24:47,37.83,13.42,28.98,11.46,34.85,36.4
8/14/2020 11:25:37,37.83,13.42,28.96,11.46,34.86,36.43
8/14/2020 11:26:30,37.83,13.4,28.97,11.46,34.86,36.43
8/14/2020 11:27:22,37.89,13.41,29.01,11.48,34.88,36.48
8/14/2020 11:28:12,37.89,13.42,28.99,11.48,34.88,36.48
8/14/2020 11:29:02,37.89,13.42,28.98,11.47,34.86,36.45
8/14/2020 11:29:54,37.89,13.4,28.96,11.46,34.86,36.39
8/14/2020 11:30:44,37.89,13.41,28.97,11.47,34.88,36.45
8/14/2020 11:31:31,37.89,13.41,28.97,11.47,34.88,36.45
8/14/2020 11:32:21,37.82,13.39,28.95,11.47,34.88,36.41
8/14/2020 11:33:09,37.8,13.37,28.94,11.44,34.85,36.39
8/14/2020 11:33:59,37.8,13.37,28.94,11.45,34.84,36.39
8/14/2020 11:34:45,37.8,13.37,28.94,11.45,34.84,36.39
8/14/2020 11:35:34,37.75,13.38,28.95,11.45,34.85,36.38
8/14/2020 11:36:24,37.76,13.36,28.94,11.45,34.84,36.33
8/14/2020 11:37:10,37.76,13.36,28.94,11.45,34.84,36.33
8/14/2020 11:37:59,37.78,13.38,28.95,11.45,34.87,36.36
8/14/2020 11:38:48,37.78,13.38,28.95,11.45,34.87,36.36
8/14/2020 11:39:36,37.8,13.4,28.99,11.48,34.91,36.43
8/14/2020 11:40:24,37.87,13.42,29.01,11.47,34.94,36.56
8/14/2020 11:41:13,37.87,13.42,29.01,11.47,34.94,36.56
8/14/2020 11:42:02,37.88,13.4,28.99,11.47,34.94,36.46
8/14/2020 11:42:48,37.88,13.4,28.99,11.46,34.93,36.48
8/14/2020 11:43:37,37.87,13.39,28.99,11.45,34.91,36.46
8/14/2020 11:44:25,37.87,13.39,28.99,11.45,34.91,36.46
8/14/2020 11:45:14,37.91,13.42,29.01,11.47,34.92,36.48
8/14/2020 11:46:02,37.91,13.41,29.01,11.47,34.95,36.45
8/14/2020 11:46:49,37.91,13.41,29.01,11.47,34.95,36.45
8/14/2020 11:47:37,37.91,13.4,28.99,11.46,34.9,36.42
8/14/2020 11:48:27,37.83,13.39,28.96,11.46,34.88,36.41
8/14/2020 11:49:14,37.82,13.38,28.96,11.44,34.85,36.38
8/14/2020 11:50:04,37.82,13.38,28.96,11.44,34.85,36.38
8/14/2020 11:50:55,37.85,13.4,28.99,11.46,34.9,36.45
8/14/2020 11:51:43,37.85,13.4,28.99,11.46,34.9,36.45
8/14/2020 11:52:31,37.85,13.39,28.99,11.46,34.89,36.42
8/14/2020 11:53:24,37.86,13.39,28.98,11.46,34.86,36.4
8/14/2020 11:54:16,37.85,13.38,28.98,11.46,34.86,36.4
8/14/2020 11:55:05,37.79,13.36,28.95,11.44,34.85,36.32
8/14/2020 11:55:54,37.79,13.36,28.95,11.44,34.84,36.3
8/14/2020 11:56:46,37.76,13.38,28.97,11.45,34.85,36.35
8/14/2020 11:57:39,37.76,13.37,28.97,11.45,34.86,36.33
8/14/2020 11:58:29,37.76,13.37,28.98,11.45,34.88,36.34
8/14/2020 11:59:17,37.81,13.38,29,11.46,34.9,36.38
8/14/2020 12:00:13,37.85,13.4,29.01,11.47,34.92,36.39
8/14/2020 12:01:05,37.84,13.4,29.02,11.47,34.92,36.41
8/14/2020 12:01:58,37.88,13.4,29.06,11.47,34.97,36.43
8/14/2020 12:02:49,37.86,13.4,29.04,11.47,34.96,36.38
8/14/2020 12:03:42,37.86,13.4,29.07,11.48,34.96,36.41
8/14/2020 12:04:40,37.86,13.4,29.04,11.48,34.94,36.4
8/14/2020 12:05:32,37.85,13.4,29.02,11.47,34.93,36.38
8/14/2020 12:06:29,37.85,13.38,29.01,11.47,34.92,36.34
8/14/2020 12:07:28,37.78,13.34,28.96,11.45,34.87,36.26
8/14/2020 12:08:25,37.78,13.34,28.96,11.46,34.85,36.26
8/14/2020 12:09:17,37.81,13.35,28.96,11.46,34.86,36.22
8/14/2020 12:10:14,37.81,13.35,28.98,11.46,34.86,36.23
8/14/2020 12:11:13,37.82,13.35,28.97,11.47,34.84,36.25
8/14/2020 12:12:03,37.82,13.33,28.94,11.45,34.83,36.17
8/14/2020 12:12:59,37.78,13.35,28.95,11.46,34.86,36.22
8/14/2020 12:13:56,37.78,13.34,28.95,11.46,34.87,36.19
8/14/2020 12:14:53,37.78,13.34,28.95,11.46,34.87,36.19
8/14/2020 12:16:14,37.78,13.34,28.95,11.46,34.86,36.17
8/14/2020 12:17:07,37.8,13.35,28.97,11.48,34.91,36.24
8/14/2020 12:17:56,37.87,13.37,29.02,11.49,34.91,36.27
8/14/2020 12:18:54,37.85,13.37,29,11.49,34.9,36.25
8/14/2020 12:19:45,37.85,13.36,29,11.48,34.9,36.27
8/14/2020 12:20:37,37.85,13.36,29.01,11.48,34.9,36.27
8/14/2020 12:21:31,37.85,13.36,29.02,11.48,34.9,36.27
8/14/2020 12:22:18,37.85,13.37,29.02,11.48,34.9,36.28
8/14/2020 12:23:11,37.75,13.35,28.98,11.48,34.84,36.24
8/14/2020 12:24:10,37.73,13.33,28.96,11.46,34.81,36.17
8/14/2020 12:25:03,37.73,13.33,28.98,11.46,34.82,36.19
8/14/2020 12:25:57,37.75,13.33,28.96,11.46,34.79,36.18
8/14/2020 12:26:48,37.79,13.34,28.97,11.46,34.81,36.2
8/14/2020 12:27:46,37.79,13.33,28.97,11.47,34.82,36.19
8/14/2020 12:28:49,37.79,13.33,28.98,11.47,34.82,36.2
8/14/2020 12:29:50,37.77,13.33,28.97,11.46,34.82,36.19
8/14/2020 12:30:52,37.75,13.32,28.95,11.46,34.8,36.17
8/14/2020 12:32:00,37.7,13.28,28.91,11.45,34.78,36.1
8/14/2020 12:33:09,37.71,13.28,28.91,11.44,34.79,36.09
8/14/2020 12:34:20,37.69,13.27,28.9,11.44,34.78,36.06
8/14/2020 12:35:43,37.73,13.29,28.93,11.44,34.81,36.15
8/14/2020 12:37:04,37.72,13.29,28.92,11.44,34.82,36.1
8/14/2020 12:38:29,37.72,13.27,28.91,11.44,34.81,36.06
8/14/2020 12:39:53,37.68,13.25,28.88,11.43,34.8,36.04
8/14/2020 12:41:36,37.66,13.25,28.87,11.42,34.78,35.98
8/14/2020 12:43:36,37.55,13.23,28.81,11.4,34.73,35.93
8/14/2020 12:45:27,37.56,13.22,28.84,11.39,34.72,35.94
8/14/2020 12:47:36,37.58,13.22,28.82,11.39,34.73,35.9
8/14/2020 12:49:35,37.58,13.24,28.81,11.39,34.72,35.89
8/14/2020 12:51:41,37.56,13.24,28.78,11.39,34.71,35.87
8/14/2020 12:54:05,37.57,13.22,28.81,11.39,34.7,35.9
8/14/2020 12:56:12,37.5,13.22,28.8,11.39,34.67,35.87
8/14/2020 12:58:06,37.45,13.22,28.79,11.37,34.65,35.84
8/14/2020 13:00:08,37.46,13.22,28.8,11.38,34.66,35.86
8/14/2020 13:02:26,37.51,13.23,28.82,11.39,34.68,35.9
8/14/2020 13:04:47,37.6,13.26,28.89,11.42,34.78,36.03
8/14/2020 13:06:42,37.64,13.26,28.87,11.42,34.78,36.01
8/14/2020 13:08:56,37.63,13.27,28.88,11.42,34.77,36.01
8/14/2020 13:11:23,37.71,13.3,28.95,11.44,34.83,36.16
8/14/2020 13:13:43,37.65,13.28,28.91,11.44,34.78,36.06
8/14/2020 13:17:08,37.62,13.26,28.9,11.43,34.74,36.05
8/14/2020 13:19:03,37.61,13.26,28.88,11.43,34.75,36.02
8/14/2020 13:20:11,37.55,13.24,28.85,11.4,34.7,35.99
8/14/2020 13:21:07,37.5,13.22,28.81,11.4,34.66,35.91
8/14/2020 13:22:02,37.5,13.23,28.82,11.4,34.67,35.91
8/14/2020 13:22:58,37.5,13.25,28.84,11.4,34.7,35.95
8/14/2020 13:23:59,37.56,13.25,28.86,11.41,34.73,36
8/14/2020 13:24:49,37.56,13.25,28.86,11.41,34.73,36
8/14/2020 13:25:39,37.56,13.25,28.84,11.41,34.74,35.98
8/14/2020 13:26:34,37.6,13.26,28.86,11.42,34.74,35.95
8/14/2020 13:27:28,37.6,13.26,28.86,11.42,34.76,36
8/14/2020 13:28:19,37.6,13.28,28.91,11.44,34.78,36.04
8/14/2020 13:29:10,37.68,13.27,28.9,11.44,34.8,36.03
8/14/2020 13:30:04,37.68,13.27,28.9,11.44,34.79,36.05
8/14/2020 13:31:04,37.68,13.27,28.9,11.44,34.78,36.06
8/14/2020 13:31:57,37.73,13.29,28.91,11.44,34.8,36.12
8/14/2020 13:32:48,37.72,13.29,28.91,11.44,34.8,36.11
8/14/2020 13:33:40,37.75,13.29,28.92,11.45,34.83,36.16
8/14/2020 13:34:33,37.77,13.29,28.94,11.47,34.84,36.17
8/14/2020 13:35:28,37.77,13.29,28.94,11.47,34.84,36.17
8/14/2020 13:36:19,37.79,13.3,28.95,11.47,34.85,36.17
8/14/2020 13:37:06,37.79,13.3,28.95,11.47,34.85,36.17
8/14/2020 13:37:56,37.77,13.3,28.96,11.47,34.85,36.18
8/14/2020 13:38:48,37.77,13.32,29,11.49,34.89,36.27
8/14/2020 13:39:35,37.77,13.32,29,11.49,34.89,36.27
8/14/2020 13:40:24,37.76,13.31,28.98,11.48,34.88,36.21
8/14/2020 13:41:13,37.79,13.32,29,11.48,34.88,36.2
8/14/2020 13:42:03,37.81,13.33,29.03,11.49,34.9,36.25
8/14/2020 13:42:50,37.81,13.36,29.06,11.5,34.95,36.31
8/14/2020 13:43:41,37.81,13.36,29.05,11.5,34.93,36.33
8/14/2020 13:44:31,37.88,13.34,29.04,11.51,34.92,36.3
8/14/2020 13:45:19,37.88,13.34,29.04,11.51,34.92,36.3
8/14/2020 13:46:07,37.88,13.32,29.05,11.5,34.93,36.26
8/14/2020 13:46:57,37.87,13.34,29.06,11.5,34.94,36.28
8/14/2020 13:47:47,37.89,13.33,29.06,11.5,34.94,36.28
8/14/2020 13:48:34,37.9,13.34,29.08,11.5,34.96,36.3
8/14/2020 13:49:25,37.94,13.35,29.1,11.51,34.98,36.32
8/14/2020 13:50:17,37.93,13.35,29.08,11.51,34.98,36.3
8/14/2020 13:51:04,37.93,13.35,29.08,11.51,34.98,36.3
8/14/2020 13:51:52,37.93,13.36,29.09,11.51,34.99,36.31
8/14/2020 13:52:42,37.93,13.36,29.11,11.52,35.01,36.36
8/14/2020 13:53:34,38.04,13.41,29.18,11.53,35.07,36.45
8/14/2020 13:54:20,38.04,13.41,29.18,11.53,35.07,36.45
8/14/2020 13:55:09,38.02,13.41,29.17,11.53,35.05,36.41
8/14/2020 13:55:59,38.02,13.4,29.17,11.54,35.07,36.42
8/14/2020 13:56:47,37.98,13.38,29.14,11.54,35.03,36.37
8/14/2020 13:57:37,37.98,13.38,29.11,11.53,35.03,36.37
8/14/2020 13:58:29,37.98,13.38,29.11,11.53,35.03,36.37
8/14/2020 13:59:19,37.99,13.37,29.1,11.54,35.01,36.31
8/14/2020 14:00:07,37.99,13.37,29.1,11.54,35.01,36.31
8/14/2020 14:00:58,37.95,13.35,29.06,11.5,34.95,36.27
8/14/2020 14:01:48,37.91,13.35,29.07,11.5,34.94,36.26
8/14/2020 14:02:39,37.91,13.34,29.06,11.5,34.93,36.24
8/14/2020 14:03:25,37.9,13.35,29.06,11.5,34.94,36.29
8/14/2020 14:04:17,37.96,13.37,29.07,11.51,34.94,36.29
8/14/2020 14:05:06,37.96,13.37,29.07,11.51,34.94,36.29
8/14/2020 14:05:54,37.96,13.37,29.06,11.51,34.93,36.3
8/14/2020 14:06:42,37.91,13.35,29.04,11.51,34.91,36.26
8/14/2020 14:07:33,37.89,13.35,29.02,11.51,34.94,36.23
8/14/2020 14:08:23,37.88,13.34,29.02,11.51,34.93,36.22
8/14/2020 14:09:11,37.85,13.34,29.03,11.51,34.91,36.2
8/14/2020 14:10:00,37.8,13.33,29.02,11.5,34.91,36.21
8/14/2020 14:10:50,37.8,13.33,29.02,11.5,34.91,36.21
8/14/2020 14:11:40,37.8,13.33,29.01,11.51,34.9,36.2
8/14/2020 14:12:27,37.82,13.32,28.99,11.5,34.88,36.15
8/14/2020 14:13:16,37.82,13.33,29.01,11.5,34.9,36.19
8/14/2020 14:14:05,37.82,13.32,29.01,11.49,34.89,36.18
8/14/2020 14:14:52,37.82,13.3,29,11.49,34.87,36.16
8/14/2020 14:16:18,37.83,13.32,29.03,11.49,34.88,36.2
8/14/2020 14:17:09,37.85,13.32,29.03,11.49,34.87,36.2
8/14/2020 14:18:00,37.85,13.31,29.02,11.49,34.86,36.18
8/14/2020 14:18:50,37.85,13.31,29.01,11.49,34.86,36.15
8/14/2020 14:19:41,37.85,13.31,29.01,11.49,34.86,36.15
8/14/2020 14:20:32,37.81,13.31,29.02,11.49,34.86,36.17
8/14/2020 14:21:18,37.84,13.31,29.04,11.49,34.86,36.17
8/14/2020 14:22:08,37.85,13.32,29.03,11.49,34.85,36.15
8/14/2020 14:23:00,37.85,13.32,29.03,11.49,34.85,36.15
8/14/2020 14:23:52,37.81,13.3,29.01,11.48,34.83,36.12
8/14/2020 14:24:39,37.79,13.3,29.01,11.48,34.83,36.12
8/14/2020 14:25:29,37.79,13.3,29.01,11.48,34.83,36.12
8/14/2020 14:26:19,37.79,13.3,29.01,11.48,34.84,36.13
8/14/2020 14:27:15,37.8,13.32,29.02,11.48,34.86,36.15
8/14/2020 14:28:02,37.8,13.32,29.01,11.48,34.86,36.16
8/14/2020 14:28:51,37.79,13.32,29,11.48,34.85,36.14
8/14/2020 14:29:40,37.79,13.32,29,11.48,34.85,36.14
8/14/2020 14:30:30,37.79,13.31,28.99,11.48,34.85,36.13
8/14/2020 14:31:19,37.77,13.3,28.98,11.48,34.82,36.1
8/14/2020 14:32:15,37.82,13.32,29,11.48,34.86,36.14
8/14/2020 14:33:20,37.82,13.32,29,11.48,34.86,36.14
8/14/2020 14:34:28,37.81,13.32,28.98,11.48,34.85,36.13
8/14/2020 14:35:45,37.81,13.34,28.99,11.48,34.84,36.13
8/14/2020 14:37:23,37.78,13.32,28.97,11.48,34.82,36.1
8/14/2020 14:39:23,37.77,13.32,28.97,11.49,34.8,36.09
8/14/2020 14:41:23,37.77,13.31,28.98,11.48,34.85,36.11
8/14/2020 14:43:32,37.71,13.29,28.95,11.49,34.84,36.09
8/14/2020 14:46:12,37.65,13.26,28.89,11.48,34.79,36.01
8/14/2020 14:48:45,37.66,13.26,28.89,11.46,34.79,36
8/14/2020 14:51:30,37.71,13.29,28.94,11.48,34.86,36.07
8/14/2020 14:54:46,37.73,13.28,28.92,11.47,34.86,36.07
8/14/2020 14:57:36,37.71,13.28,28.95,11.48,34.86,36.15
8/14/2020 15:00:15,37.75,13.28,28.96,11.48,34.88,36.15
8/14/2020 15:02:47,37.75,13.27,28.92,11.48,34.86,36.13
8/14/2020 15:05:07,37.76,13.28,28.94,11.48,34.87,36.08
8/14/2020 15:07:31,37.77,13.28,28.94,11.48,34.86,36.14
8/14/2020 15:09:20,37.76,13.26,28.93,11.48,34.86,36.12
8/14/2020 15:10:11,37.76,13.27,28.92,11.48,34.86,36.1
8/14/2020 15:11:07,37.68,13.26,28.9,11.47,34.83,36.09
8/14/2020 15:11:58,37.68,13.26,28.9,11.47,34.83,36.09
8/14/2020 15:12:49,37.68,13.26,28.89,11.46,34.82,36.06
8/14/2020 15:13:37,37.63,13.26,28.88,11.46,34.82,36.07
8/14/2020 15:14:29,37.64,13.25,28.88,11.46,34.81,36.06
8/14/2020 15:15:21,37.63,13.25,28.88,11.45,34.8,36.04
8/14/2020 15:17:18,37.64,13.25,28.86,11.45,34.78,36.03
8/14/2020 15:18:09,37.68,13.26,28.87,11.45,34.81,36.07
8/14/2020 15:19:03,37.66,13.26,28.88,11.44,34.82,36.07
8/14/2020 15:19:57,37.66,13.26,28.86,11.44,34.79,36.08
8/14/2020 15:20:52,37.69,13.26,28.88,11.44,34.8,36.1
8/14/2020 15:21:44,37.7,13.27,28.89,11.45,34.81,36.11
8/14/2020 15:22:34,37.69,13.27,28.87,11.45,34.8,36.12
8/14/2020 15:23:25,37.67,13.28,28.89,11.45,34.81,36.12
8/14/2020 15:24:19,37.63,13.26,28.87,11.45,34.78,36.1
8/14/2020 15:25:10,37.63,13.26,28.87,11.45,34.78,36.09
8/14/2020 15:26:00,37.64,13.26,28.86,11.44,34.78,36.11
8/14/2020 15:26:53,37.62,13.26,28.86,11.44,34.75,36.09
8/14/2020 15:27:44,37.62,13.26,28.86,11.44,34.75,36.09
8/14/2020 15:28:32,37.68,13.28,28.9,11.45,34.79,36.15
8/14/2020 15:29:20,37.68,13.28,28.9,11.45,34.8,36.14
8/14/2020 15:30:10,37.67,13.28,28.9,11.45,34.81,36.16
8/14/2020 15:31:02,37.66,13.28,28.89,11.46,34.81,36.15
8/14/2020 15:31:49,37.66,13.28,28.88,11.45,34.82,36.14
8/14/2020 15:32:39,37.74,13.32,28.93,11.47,34.84,36.27
8/14/2020 15:33:29,37.7,13.32,28.92,11.46,34.82,36.25
8/14/2020 15:34:20,37.73,13.32,28.94,11.48,34.82,36.29
8/14/2020 15:35:08,37.73,13.32,28.94,11.48,34.82,36.29
8/14/2020 15:36:01,37.69,13.32,28.92,11.46,34.81,36.23
8/14/2020 15:36:52,37.66,13.31,28.89,11.46,34.79,36.2
8/14/2020 15:37:41,37.66,13.3,28.89,11.46,34.78,36.19
8/14/2020 15:38:29,37.68,13.31,28.89,11.45,34.78,36.18
8/14/2020 15:39:19,37.67,13.31,28.9,11.46,34.79,36.18
8/14/2020 15:40:10,37.69,13.32,28.88,11.46,34.78,36.17
8/14/2020 15:40:57,37.69,13.32,28.88,11.46,34.78,36.17
8/14/2020 15:41:49,37.65,13.32,28.86,11.46,34.78,36.12
8/14/2020 15:42:40,37.65,13.32,28.86,11.46,34.77,36.13
8/14/2020 15:43:28,37.66,13.32,28.85,11.46,34.79,36.12
8/14/2020 15:44:18,37.77,13.33,28.9,11.47,34.86,36.2
8/14/2020 15:45:09,37.76,13.34,28.9,11.46,34.87,36.16
8/14/2020 15:46:00,37.76,13.34,28.9,11.46,34.87,36.16
8/14/2020 15:46:49,37.72,13.32,28.88,11.46,34.82,36.14
8/14/2020 15:47:38,37.69,13.32,28.86,11.46,34.82,36.11
8/14/2020 15:48:28,37.69,13.32,28.86,11.46,34.8,36.1
8/14/2020 15:49:17,37.65,13.31,28.85,11.45,34.77,36.03
8/14/2020 15:50:03,37.65,13.31,28.85,11.45,34.77,36.03
8/14/2020 15:50:55,37.57,13.28,28.82,11.42,34.74,36.01
8/14/2020 15:51:46,37.59,13.29,28.86,11.44,34.76,36.03
8/14/2020 15:52:33,37.59,13.29,28.87,11.44,34.77,36.03
8/14/2020 15:53:20,37.59,13.29,28.87,11.44,34.77,36.03
8/14/2020 15:54:11,37.6,13.29,28.9,11.45,34.8,36.07
8/14/2020 15:55:04,37.61,13.31,28.9,11.46,34.82,36.1
8/14/2020 15:55:51,37.66,13.3,28.93,11.46,34.83,36.12
8/14/2020 15:56:40,37.66,13.31,28.94,11.46,34.85,36.1
8/14/2020 15:57:29,37.71,13.32,28.97,11.46,34.86,36.12
8/14/2020 15:58:18,37.7,13.32,28.97,11.47,34.88,36.15
8/14/2020 15:59:05,37.72,13.32,28.98,11.48,34.88,36.16
8/14/2020 15:59:56,37.7,13.33,28.96,11.49,34.9,36.16
8/14/2020 16:00:00,37.68,13.33,28.95,11.48,34.9,36.18
